table_idx,class,mangled,demangled,rva_1.0.65,match_status,rva_1.0.68,size_1.0.68,offset_into_fn
0,AABB2D,?_CONSTRUCTOR@AABB2D@@QEAAPEAV1@AEBVVector4@Ogre@@@Z,,0x8F3760,NEAR,0x8F3790,200,48
1,AABB2D,?_CONSTRUCTOR@AABB2D@@QEAAPEAV1@XZ,,0xA1C880,NEAR,0xA1C750,122,-304
1917,Faction,?countNumSquads@Faction@@QEAAHPEAVGameData@@PEAVTownBase@@@Z,"Faction::countNumSquads(class GameData *, class TownBase *);",0x6B9B80,BINDIFF_EXACT,0x6B9ED0,218,848
1918,Faction,?destroyPlatoon@Faction@@QEAAXPEAVPlatoon@@@Z,Faction::destroyPlatoon(class Platoon *);,0x6BA680,BINDIFF_EXACT,0x6BA9D0,678,848
1919,Faction,?removePlatoon@Faction@@QEAAXPEAVPlatoon@@@Z,Faction::removePlatoon(class Platoon *);,0x6B9780,BINDIFF_EXACT,0x6B9AD0,18,848
1920,Faction,?getRandomLockLevel@Faction@@QEBAHPEAVGameData@@@Z,Faction::getRandomLockLevel(class GameData *);,0x29D820,BINDIFF_EXACT,0x29D860,449,64
1921,Faction,?getData@Faction@@QEBAPEAVGameData@@XZ,Faction::getData();,0x6E000,INSIDE,0x6DFB0,83,80
1922,Faction,?getGUIData@Faction@@QEAAXPEAVDatapanelGUI@@H@Z,"Faction::getGUIData(class DatapanelGUI *, int);",0x7F3F60,BINDIFF_EXACT,0x7F4B00,769,2976
1923,Faction,?getDefaultDivision@Faction@@QEAAPEAVGameData@@XZ,Faction::getDefaultDivision();,0x7F4460,BINDIFF_EXACT,0x7F5000,247,2976
1924,Faction,?getFactionColorScheme@Faction@@QEAAPEAVGameData@@XZ,Faction::getFactionColorScheme();,0x7F4660,BINDIFF_EXACT,0x7F5200,529,2976
1925,Faction,?loadState@Faction@@QEAAXPEAVGameDataContainer@@PEAVGameData@@@Z,"Faction::loadState(class GameDataContainer *, class GameData *);",0x36F1A0,BINDIFF_EXACT,0x36F2E0,771,320
1926,Faction,?saveState@Faction@@QEAAPEAVGameData@@PEAVGameDataContainer@@_N@Z,"Faction::saveState(class GameDataContainer *, bool);",0x372920,BINDIFF_EXACT,0x372A60,398,320
1927,Faction,?_activateUnloadedPlatoons@Faction@@QEAAXXZ,Faction::_activateUnloadedPlatoons();,0x6B9860,BINDIFF_EXACT,0x6B9BB0,60,848
1928,Faction,?_NV_getCharactersInArea@Faction@@QEAAXAEAV?$lektor@PEAVRootObject@@@@AEBVVector3@Ogre@@M_N@Z,,0x6BA4D0,VTABLE,0x1C69D,5,-6938163
1929,Faction,?_NV_getSelectedObjects@Faction@@QEAAXAEAV?$lektor@PEAVRootObject@@@@W4itemType@@_N@Z,,0x6B9D70,VTABLE,0x32C18,5,-6844760
1930,Faction,?_NV_removeObject@Faction@@QEAAXPEAVRootObject@@@Z,,0x6B9500,VTABLE,0x2C9E9,5,-6867735
1931,Faction,?_NV_destroyObject@Faction@@QEAAXPEAVRootObject@@@Z,,0x6B94F0,VTABLE,0x6C08,5,-7022824
1932,Faction,?_NV_processKillList@Faction@@QEAAXXZ,,0x6B96F0,VTABLE,0x48BF8,5,-6753016
1933,Faction,?_NV_addActiveObject@Faction@@QEAA_NPEAVRootObject@@PEAVActivePlatoon@@@Z,,0x6BA5D0,VTABLE,0x4CA7D,5,-6740819
1934,Faction,?choosePlatoon@Faction@@QEAAPEAVActivePlatoon@@XZ,Faction::choosePlatoon();,0x6B9910,BINDIFF_EXACT,0x6B9C60,150,848
1935,Faction,?getActivePlatoons@Faction@@QEBAPEBV?$lektor@PEAVPlatoon@@@@XZ,Faction::getActivePlatoons();,0x2E71D0,NEAR,0x2E7260,139,144
1936,Faction,?getUnloadedPlatoons@Faction@@QEBAPEBV?$lektor@PEAVPlatoon@@@@XZ,Faction::getUnloadedPlatoons();,0x37DAF0,NEAR,0x37DBD0,35,224
1937,Faction,?getFactionSize@Faction@@QEBAHXZ,Faction::getFactionSize();,0x7F2270,BINDIFF_EXACT,0x7F2E10,151,2976
1938,Faction,?update@Faction@@QEAAXM@Z,Faction::update(float);,0x6BA9B0,BINDIFF_EXACT,0x6BAD00,168,848
1939,Faction,?periodicUpdateThreaded@Faction@@QEAA_NXZ,Faction::periodicUpdateThreaded();,0x6B9580,BINDIFF_EXACT,0x6B98D0,512,848
1940,Faction,?periodicUpdateMT@Faction@@QEAA_NXZ,Faction::periodicUpdateMT();,0x6B9470,BINDIFF_EXACT,0x6B97C0,82,848
1941,Faction,?isThePlayer@Faction@@QEBA_NXZ,Faction::isThePlayer();,0xD5FC0,UNRESOLVED,0x0,0,0
1942,Faction,?isNotARealFaction@Faction@@QEBA_NXZ,Faction::isNotARealFaction();,0x166DB0,NEAR,0x166E50,7,160
1943,Faction,?getName@Faction@@QEAAAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,Faction::getName();,0x286BF0,NEAR,0x286C40,80,80
1944,Faction,?getNumPlatoons@Faction@@QEBAHPEAVGameData@@_NPEAVTownBase@@@Z,"Faction::getNumPlatoons(class GameData *, bool, class TownBase *);",0x6B99C0,BINDIFF_EXACT,0x6B9D10,189,848
1945,Faction,?getSquadThatOwns@Faction@@QEAAPEAVPlatoon@@PEAVBuilding@@@Z,Faction::getSquadThatOwns(class Building *);,0x6B9550,INSIDE,0x6B94F0,512,96
1946,Faction,?getAllSquadsThatOwn@Faction@@QEAAXAEAV?$lektor@PEAVPlatoon@@@@PEAVBuilding@@@Z,"Faction::getAllSquadsThatOwn(class lektor<Platoon *> &, class Building *);",0x6BA220,BINDIFF_EXACT,0x6BA570,513,848
1947,Faction,?getAllActiveSquads@Faction@@QEAAPEBV?$lektor@PEAVPlatoon@@@@XZ,Faction::getAllActiveSquads();,0x670830,UNRESOLVED,0x0,0,0
1948,Faction,?getRoadPreference@Faction@@QEBAMXZ,Faction::getRoadPreference();,0x663BA0,UNRESOLVED,0x0,0,0
1949,Faction,?isAntiSlavery@Faction@@QEAA_NXZ,Faction::isAntiSlavery();,0x338470,EXACT,0x338470,47,0
1950,Faction,?getLawEnforcementFaction@Faction@@QEAAPEAV1@XZ,Faction::getLawEnforcementFaction();,0x8510E0,BINDIFF_EXACT,0x851FB0,161,3792
1951,Faction,?chooseARace@Faction@@QEAAPEAVGameData@@PEAV2@0@Z,"Faction::chooseARace(class GameData *, class GameData *);",0x7FE600,BINDIFF_EXACT,0x7FF1A0,3873,2976
1952,Faction,?setName@Faction@@QEAAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,"Faction::setName(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x385670,REFINED,0x3855F0,49,-128
1953,Faction,?getBuildingReplacement@Faction@@QEAAPEAVGameData@@PEAV2@@Z,Faction::getBuildingReplacement(class GameData *);,0x7F3BD0,BINDIFF_EXACT,0x7F4770,328,2976
1954,Faction,?_switchToUnloadedPlatoon@Faction@@QEAAXPEAVActivePlatoon@@@Z,Faction::_switchToUnloadedPlatoon(class ActivePlatoon *);,0x6B94B0,BINDIFF_EXACT,0x6B9800,82,848
1955,Faction,?_newPlatoon@Faction@@QEAAPEAVPlatoon@@PEAV1@PEAVGameData@@1AEBVVector3@Ogre@@_N@Z,"Faction::_newPlatoon(class Faction *, class GameData *, class GameData *, const class Ogre::Vector3 &, bool);",0x57BC60,BINDIFF_EXACT,0x57C6F0,18,2704
1956,Faction,?_addActivePlatoonToList@Faction@@QEAAXPEAVPlatoon@@@Z,Faction::_addActivePlatoonToList(class Platoon *);,0x7F2570,BINDIFF_EXACT,0x7F3110,25,2976
1957,Faction,?addPlatoon@Faction@@QEAAXPEAVPlatoon@@@Z,Faction::addPlatoon(class Platoon *);,0x7F2760,BINDIFF_EXACT,0x7F3300,40,2976
1958,Faction,?changePlatoonIndex@Faction@@QEAAXPEAVPlatoon@@H@Z,"Faction::changePlatoonIndex(class Platoon *, int);",0x7F28A0,BINDIFF_EXACT,0x7F3440,242,2976
1959,Faction,?deactivatePlatoon@Faction@@QEAAXPEAVPlatoon@@@Z,Faction::deactivatePlatoon(class Platoon *);,0x7F26A0,BINDIFF_EXACT,0x7F3240,75,2976
1960,Faction,?activatePlatoon@Faction@@QEAAXPEAVPlatoon@@@Z,Faction::activatePlatoon(class Platoon *);,0x7F2A30,BINDIFF_EXACT,0x7F35D0,125,2976
1961,Faction,?updateUnloadedPlatoons@Faction@@QEAAXM@Z,Faction::updateUnloadedPlatoons(float);,0x6B9620,BINDIFF_EXACT,0x6B9970,512,848
1962,Faction,?updateActivePlatoons@Faction@@QEAAXM@Z,Faction::updateActivePlatoons(float);,0x6BA810,BINDIFF_EXACT,0x6BAB60,678,848
1963,Faction,?spawnSquadMissionsUpdate@Faction@@QEAAXXZ,Faction::spawnSquadMissionsUpdate();,0x2DD4E0,BINDIFF_GOOD,0x2DD520,3,64
1964,Faction,?_spawnASquad@Faction@@QEAA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@M@Z,"Faction::_spawnASquad(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, float);",0x2DDA20,BINDIFF_EXACT,0x2DDA60,637,64
1965,Faction_BuildingSwaps,?_CONSTRUCTOR@BuildingSwaps@Faction@@QEAAPEAV12@PEAVGameData@@@Z,,0x7FC580,BINDIFF_EXACT,0x7FD120,659,2976
1966,Faction_BuildingSwaps,?_CONSTRUCTOR@BuildingSwaps@Faction@@QEAAPEAV12@XZ,,0x7F4300,BINDIFF_EXACT,0x7F4EA0,285,2976
1967,Faction_BuildingSwaps,?hasReplacement@BuildingSwaps@Faction@@QEBA_NPEAVGameData@@@Z,Faction::BuildingSwaps::hasReplacement(class GameData *);,0x7F3720,BINDIFF_GOOD,0x7F42C0,37,2976
1968,Faction_BuildingSwaps,?getReplacement@BuildingSwaps@Faction@@QEBAPEAVGameData@@PEAV3@@Z,Faction::BuildingSwaps::getReplacement(class GameData *);,0x7F2F00,INSIDE,0x7F2EF0,114,16
1969,Faction_BuildingSwaps,?_DESTRUCTOR@BuildingSwaps@Faction@@QEAAXXZ,,0x810110,BINDIFF_EXACT,0x810CC0,448,2992
1970,Faction_BuildingSwaps,??4BuildingSwaps@Faction@@QEAAAEAV01@AEBV01@@Z,Faction::BuildingSwaps::operator=(const class Faction::BuildingSwaps &);,0x810D70,BINDIFF_EXACT,0x811920,54,2992
1971,FactionLeader,?_CONSTRUCTOR@FactionLeader@@QEAAPEAV1@PEAVFaction@@@Z,,0x807AD0,BINDIFF_EXACT,0x808680,97,2992
1972,FactionLeader,?setNewLeader@FactionLeader@@QEAAXPEAVCharacter@@@Z,FactionLeader::setNewLeader(class Character *);,0x9A92F0,BINDIFF_EXACT,0x9AA1C0,1274,3792
1973,FactionLeader,?getEnemyMissionTargetList@FactionLeader@@QEAAXAEAV?$lektor@PEAVRootObject@@@@PEAVGameData@@@Z,"FactionLeader::getEnemyMissionTargetList(class lektor<RootObject *> &, class GameData *);",0x9A64E0,BINDIFF_EXACT,0x9A73B0,280,3792
1974,FactionLeader,?getGUIData@FactionLeader@@QEAAXPEAVDatapanelGUI@@H@Z,"FactionLeader::getGUIData(class DatapanelGUI *, int);",0x2DD500,UNRESOLVED,0x0,0,0
1975,FactionLeader,?_DESTRUCTOR@FactionLeader@@QEAAXXZ,,0x807B70,BINDIFF_EXACT,0x808720,97,2992
1976,FactionManager,?_CONSTRUCTOR@FactionManager@@QEAAPEAV1@XZ,,0x880380,BINDIFF_EXACT,0x881250,62,3792
1977,FactionManager,?saveGameState@FactionManager@@QEAAXPEAVGameDataContainer@@@Z,FactionManager::saveGameState(class GameDataContainer *);,0x3750D0,BINDIFF_EXACT,0x375210,4598,320
1978,FactionManager,?savePlayerGameState@FactionManager@@QEAAXPEAVGameDataContainer@@@Z,FactionManager::savePlayerGameState(class GameDataContainer *);,0x374FC0,BINDIFF_EXACT,0x375100,4598,320
1979,FactionManager,?clearAndDestroy@FactionManager@@QEAAXXZ,FactionManager::clearAndDestroy();,0x8013C0,BINDIFF_EXACT,0x801F70,1287,2992
1980,FactionManager,?activateUnloadedPlatoons@FactionManager@@QEAAXXZ,FactionManager::activateUnloadedPlatoons();,0x6BA050,BINDIFF_EXACT,0x6BA3A0,227,848
1981,FactionManager,?getOrCreateFaction@FactionManager@@QEAAPEAVFaction@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@0@Z,"FactionManager::getOrCreateFaction(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x2E77B0,BINDIFF_EXACT,0x2E77F0,335,64
1982,FactionManager,?getOrCreateFaction@FactionManager@@QEAAPEAVFaction@@PEAVGameData@@@Z,FactionManager::getOrCreateFaction(class GameData *);,0x2E7650,BINDIFF_EXACT,0x2E7690,145,64
1983,FactionManager,?getFactionByName@FactionManager@@QEAAPEAVFaction@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,"FactionManager::getFactionByName(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x2E7910,BINDIFF_EXACT,0x2E7950,337,64
1984,FactionManager,?getFactionByStringID@FactionManager@@QEAAPEAVFaction@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,"FactionManager::getFactionByStringID(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x2E79E0,BINDIFF_EXACT,0x2E7A20,196,64
1985,FactionManager,?getEmptyFaction@FactionManager@@QEAAPEAVFaction@@XZ,FactionManager::getEmptyFaction();,0x2E7AC0,BINDIFF_EXACT,0x2E7B00,212,64
1986,FactionManager,?setupAndLinkAllFactions@FactionManager@@QEAAXXZ,FactionManager::setupAndLinkAllFactions();,0x7F5EA0,BINDIFF_EXACT,0x7F6A40,344,2976
1987,FactionManager,?getFactionBySquad@FactionManager@@QEAAPEAVFaction@@PEAVGameData@@@Z,FactionManager::getFactionBySquad(class GameData *);,0x2E7CD0,BINDIFF_EXACT,0x2E7D10,185,64
1988,FactionManager,?getCampaignGUIInfos@FactionManager@@QEAAXPEAVDatapanelGUI@@H_N@Z,"FactionManager::getCampaignGUIInfos(class DatapanelGUI *, int, bool);",0x7F2350,UNRESOLVED,0x0,0,0
1989,FactionManager,?areAnyHostileCampaignsRunning@FactionManager@@QEAA_NXZ,FactionManager::areAnyHostileCampaignsRunning();,0x7F22E0,BINDIFF_EXACT,0x7F2E80,3,2976
1990,FactionManager,?getNumTempPlatoons@FactionManager@@QEAAHXZ,FactionManager::getNumTempPlatoons();,0x6BA130,BINDIFF_EXACT,0x6BA480,513,848
1991,FactionManager,?updateMT@FactionManager@@QEAAXM@Z,FactionManager::updateMT(float);,0x2E74B0,BINDIFF_EXACT,0x2E74F0,146,64
1992,FactionManager,?updateThreaded@FactionManager@@QEAAXM@Z,FactionManager::updateThreaded(float);,0x2E7550,BINDIFF_EXACT,0x2E7590,146,64
1993,FactionManager,?_showDebugPlatoonMarkers@FactionManager@@QEAAX_N@Z,FactionManager::_showDebugPlatoonMarkers(bool);,0x2E75B0,BINDIFF_EXACT,0x2E75F0,77,64
1994,FactionManager,?getAllFactions@FactionManager@@QEAAPEBV?$lektor@PEAVFaction@@@@XZ,FactionManager::getAllFactions();,0x877AB0,ORDERED,0x8786E0,59,3120
1995,FactionManager,?_DESTRUCTOR@FactionManager@@QEAAXXZ,,0x87A2C0,BINDIFF_EXACT,0x87B190,33,3792
1996,FactionRelations,?_CONSTRUCTOR@FactionRelations@@QEAAPEAV1@XZ,,0x812110,NEAR,0x8121E0,201,208
1997,FactionRelations,?setupPhase1@FactionRelations@@QEAAXPEAVFaction@@@Z,FactionRelations::setupPhase1(class Faction *);,0x6B3C30,BINDIFF_EXACT,0x6B3F80,937,848
1998,FactionRelations,?setupPhase2@FactionRelations@@QEAAXXZ,FactionRelations::setupPhase2();,0x6B3D80,BINDIFF_EXACT,0x6B40D0,751,848
1999,FactionRelations,?isEnemyByDefault@FactionRelations@@QEBA_NXZ,FactionRelations::isEnemyByDefault();,0x4400C0,NEAR,0x440150,80,144
2000,FactionRelations,?reset@FactionRelations@@QEAAXXZ,FactionRelations::reset();,0x811FE0,BINDIFF_EXACT,0x812B90,868,2992
2001,FactionRelations,?_NV_save@FactionRelations@@QEAAXPEAVGameData@@@Z,,0x6B3460,VTABLE,0x510B9,5,-6693799
2002,FactionRelations,?_NV_load@FactionRelations@@QEAAXPEAVGameData@@_N@Z,,0x6B4A70,VTABLE,0x3C2EA,5,-6784902
2003,FactionRelations,?_NV_update@FactionRelations@@QEAAXXZ,,0x6B2480,VTABLE,0x3C358,5,-6775080
2004,FactionRelations,?_isAlly@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::_isAlly(class Faction *);,0x6B2460,EXACT,0x6B2460,84,0
2005,FactionRelations,?_isEnemy@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::_isEnemy(class Faction *);,0x6B2280,BINDIFF_EXACT,0x6B25D0,5,848
2006,FactionRelations,?isEnemy@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::isEnemy(class Faction *);,0x6B2380,BINDIFF_EXACT,0x6B26D0,5,848
2007,FactionRelations,?_NV_setEnemy@FactionRelations@@QEAAXPEAVFaction@@@Z,,0x6B2E40,VTABLE,0x235C4,5,-6879356
2008,FactionRelations,?isAlly@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::isAlly(class Faction *);,0x6B22E0,BINDIFF_EXACT,0x6B2630,5,848
2009,FactionRelations,?isCoexisting@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::isCoexisting(class Faction *);,0x6B2070,BINDIFF_EXACT,0x6B23C0,5,848
2010,FactionRelations,?getFactionRelation@FactionRelations@@QEAAMPEAVFaction@@@Z,FactionRelations::getFactionRelation(class Faction *);,0x6B20B0,BINDIFF_EXACT,0x6B2400,5,848
2011,FactionRelations,?getFactionRelationMultiplier@FactionRelations@@QEAAMPEAVFaction@@@Z,FactionRelations::getFactionRelationMultiplier(class Faction *);,0x6B2110,BINDIFF_EXACT,0x6B2460,5,848
2012,FactionRelations,?getFactionRelationMultiplierInverse@FactionRelations@@QEAAMPEAVFaction@@@Z,FactionRelations::getFactionRelationMultiplierInverse(class Faction *);,0x6B2170,BINDIFF_EXACT,0x6B24C0,5,848
2013,FactionRelations,?setRelation@FactionRelations@@QEAAXPEAVFaction@@M@Z,"FactionRelations::setRelation(class Faction *, float);",0x6B4A30,BINDIFF_EXACT,0x6B4D80,2952,848
2014,FactionRelations,?_NV_affectRelations@FactionRelations@@QEAAXPEAVFaction@@MM@Z,,0x6B2B50,VTABLE,0x2268D,5,-6882499
2015,FactionRelations,?_NV_affectRelations@FactionRelations@@QEAAXPEAVFaction@@W4FactionEvent@1@M@Z,,0x6B29D0,VTABLE,0x8756,5,-6988410
2016,FactionRelations,?_NV_affectTrust@FactionRelations@@QEAAXPEAVFaction@@MM@Z,,0x6B2210,VTABLE,0x4315D,5,-6746291
2017,FactionRelations,?_NV_setNoLongerEnemies@FactionRelations@@QEAAXPEAVFaction@@@Z,,0x6B2C40,VTABLE,0x1FE88,5,-6892984
2018,FactionRelations,?_NV_declareWar@FactionRelations@@QEAAXPEAVFaction@@@Z,,0x6B2CB0,VTABLE,0x2AE14,5,-6848156
2019,FactionRelations,?_NV_affectReputation@FactionRelations@@QEAAXPEAVFaction@@M@Z,,0x6B21E0,VTABLE,0x53940,5,-6678688
2020,FactionRelations,?_NV_getRelationData@FactionRelations@@QEAAPEAVRelationData@1@PEAVFaction@@@Z,,0x6B4910,VTABLE,0x25B8,5,-7021400
2021,FactionRelations,?getGUIData@FactionRelations@@QEAAXPEAVDatapanelGUI@@H@Z,"FactionRelations::getGUIData(class DatapanelGUI *, int);",0x7F3980,BINDIFF_EXACT,0x7F4520,113,2976
2022,FactionRelations,?getRelationsData@FactionRelations@@QEAAXAEAV?$unordered_map@PEAVFaction@@MU?$hash@PEAVFaction@@@boost@@U?$equal_to@PEAVFaction@@@std@@V?$STLAllocator@U?$pair@QEAVFaction@@M@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@@unordered@boost@@@Z,"FactionRelations::getRelationsData(class boost::unordered::unordered_map<Faction *,float,boost::hash<Faction *>,std::equal_to<Faction *>,Ogre::STLAllocator<std::pair<Faction * const,float>,Ogre::CategorisedAllocPolicy<0> > > &);",0x6B24E0,BINDIFF_EXACT,0x6B2830,91,848
2023,FactionRelations,?checkStateCondition@FactionRelations@@QEAA_NW4DialogConditionEnum@@W4ComparisonEnum@@HPEAVFaction@@@Z,"FactionRelations::checkStateCondition(enum DialogConditionEnum, enum ComparisonEnum, int, class Faction *);",0x670AA0,BINDIFF_EXACT,0x671530,5,2704
2024,FactionRelations,?_DESTRUCTOR@FactionRelations@@QEAAXXZ,,0x812180,NEAR,0x8121E0,201,96
2025,FactionRelations_RelationData,?_CONSTRUCTOR@RelationData@FactionRelations@@QEAAPEAV12@M_N@Z,,0x6B86A0,BINDIFF_EXACT,0x6B89F0,150,848
2026,FactionRelations_RelationData,?_CONSTRUCTOR@RelationData@FactionRelations@@QEAAPEAV12@XZ,,0x6B8660,BINDIFF_EXACT,0x6B89B0,150,848
2027,FactionRelations_RelationData,?save@RelationData@FactionRelations@@QEAAXPEAVGameData@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAVFaction@@@Z,"FactionRelations::RelationData::save(class GameData *, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, class Faction *);",0x6B2FB0,BINDIFF_GOOD,0x6B3300,99,848
2028,FactionRelations_RelationData,?load@RelationData@FactionRelations@@QEAAXPEAVGameData@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAVFaction@@@Z,"FactionRelations::RelationData::load(class GameData *, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, class Faction *);",0x6B3580,BINDIFF_EXACT,0x6B38D0,1185,848
2029,FactionRelations_RelationData,?_DESTRUCTOR@RelationData@FactionRelations@@QEAAXXZ,,0x6B84A0,BINDIFF_EXACT,0x6B87F0,18,848
2030,FactionRelations_RelationData,??4RelationData@FactionRelations@@QEAAAEAV01@AEBV01@@Z,FactionRelations::RelationData::operator=(const class FactionRelations::RelationData &);,0x6B8980,BINDIFF_EXACT,0x6B8CD0,87,848
2031,FactionsScreen,?_CONSTRUCTOR@FactionsScreen@@QEAAPEAV1@PEAVManagementScreen@@@Z,,0x493550,BINDIFF_GOOD,0x493FE0,1848,2704
2032,FactionsScreen,?_DESTRUCTOR@FactionsScreen@@QEAAXXZ,,0x48D710,BINDIFF_EXACT,0x48E1A0,305,2704
2033,FactionsScreen,?getVisible@FactionsScreen@@QEBA_NXZ,FactionsScreen::getVisible();,0x48B660,UNRESOLVED,0x0,0,0
2034,FactionsScreen,?clear@FactionsScreen@@QEAAXXZ,FactionsScreen::clear();,0x48CB70,BINDIFF_EXACT,0x48D600,375,2704
2035,FactionsScreen,?update@FactionsScreen@@QEAAXXZ,FactionsScreen::update();,0x498ED0,BINDIFF_EXACT,0x499960,569,2704
2036,FactionsScreen,?refresh@FactionsScreen@@QEAAXXZ,FactionsScreen::refresh();,0x499610,BINDIFF_EXACT,0x49A0A0,442,2704
2037,FactionsScreen,?updateInfo@FactionsScreen@@QEAAXXZ,FactionsScreen::updateInfo();,0x493C90,BINDIFF_EXACT,0x494720,459,2704
2038,FactionsScreen,?notifyEditTextChange@FactionsScreen@@QEAAXPEAVEditBox@MyGUI@@@Z,FactionsScreen::notifyEditTextChange(class MyGUI::EditBox *);,0x491940,BINDIFF_EXACT,0x4923D0,1093,2704
2039,FactionsScreen,?setFocus@FactionsScreen@@QEAAXPEAVWidget@MyGUI@@0@Z,"FactionsScreen::setFocus(class MyGUI::Widget *, class MyGUI::Widget *);",0x4A6A70,ORDERED,0x4A7630,156,3008
2040,FactionsScreen,?loseFocus@FactionsScreen@@QEAAXPEAVWidget@MyGUI@@0@Z,"FactionsScreen::loseFocus(class MyGUI::Widget *, class MyGUI::Widget *);",0x491D40,BINDIFF_EXACT,0x4927D0,564,2704
2041,FactionsScreen,?factionLineSelected@FactionsScreen@@QEAAXPEAVWidget@MyGUI@@@Z,FactionsScreen::factionLineSelected(class MyGUI::Widget *);,0x493FC0,UNRESOLVED,0x0,0,0
2042,FactionsScreen,?notifyMouseWheel@FactionsScreen@@QEAAXPEAVWidget@MyGUI@@H@Z,"FactionsScreen::notifyMouseWheel(class MyGUI::Widget *, int);",0x48B670,BINDIFF_GOOD,0x48C100,208,2704
2043,FactionsScreen_FactionRelationsLine,?_CONSTRUCTOR@FactionRelationsLine@FactionsScreen@@QEAAPEAV12@PEAVFaction@@@Z,,0x4914D0,BINDIFF_GOOD,0x491F60,1157,2704
2044,FactionsScreen_FactionRelationsLine,?attachToWidget@FactionRelationsLine@FactionsScreen@@QEAAXPEAVWidget@MyGUI@@@Z,FactionsScreen::FactionRelationsLine::attachToWidget(class MyGUI::Widget *);,0x48D680,BINDIFF_EXACT,0x48E110,99,2704
2045,FactionsScreen_FactionRelationsLine,?update@FactionRelationsLine@FactionsScreen@@QEAAXXZ,FactionsScreen::FactionRelationsLine::update();,0x498BA0,BINDIFF_EXACT,0x499630,0,2704
2046,FactionsScreen_FactionRelationsLine,?_DESTRUCTOR@FactionRelationsLine@FactionsScreen@@QEAAXXZ,,0x4C4890,VTABLE,0x48ABD,5,-4701651
2047,FactionsScreen_FactionRelationsLine_LessSort,??RLessSort@FactionRelationsLine@FactionsScreen@@QEAA_NPEBV12@0@Z,"FactionsScreen::FactionRelationsLine::LessSort::operator()(const class FactionsScreen::FactionRelationsLine *, const class FactionsScreen::FactionRelationsLine *);",0x48B630,NEAR,0x48B7A0,208,368
2048,FactionUniqueSquadManager,?_CONSTRUCTOR@FactionUniqueSquadManager@@QEAAPEAV1@XZ,,0x2DF6E0,BINDIFF_EXACT,0x2DF720,888,64
2049,FactionUniqueSquadManager,?_DESTRUCTOR@FactionUniqueSquadManager@@QEAAXXZ,,0x2E0C20,VTABLE,0x52013,5,-2681869
2050,FactionUniqueSquadManager,?clearAndReset@FactionUniqueSquadManager@@QEAAXXZ,FactionUniqueSquadManager::clearAndReset();,0x2DEDA0,BINDIFF_EXACT,0x2DEDE0,643,64
2051,FactionUniqueSquadManager,?initialiseNew@FactionUniqueSquadManager@@QEAAXPEAVFaction@@PEAVGameData@@PEAVTown@@@Z,"FactionUniqueSquadManager::initialiseNew(class Faction *, class GameData *, class Town *);",0x2DDC50,BINDIFF_EXACT,0x2DDC90,547,64
2052,FactionUniqueSquadManager,?chooseRandomSquadToSpawn@FactionUniqueSquadManager@@QEAAPEAVGameData@@M@Z,FactionUniqueSquadManager::chooseRandomSquadToSpawn(float);,0x2DD5C0,INSIDE,0x2DD550,157,112
2053,FactionUniqueSquadManager,?periodicUpdate@FactionUniqueSquadManager@@QEAAXM@Z,FactionUniqueSquadManager::periodicUpdate(float);,0x2DD640,BINDIFF_EXACT,0x2DD680,19,64
2054,FactionUniqueSquadManager,?serialise@FactionUniqueSquadManager@@QEAAXPEAVGameData@@@Z,FactionUniqueSquadManager::serialise(class GameData *);,0x2DEE60,BINDIFF_EXACT,0x2DEEA0,171,64
2055,FactionUniqueSquadManager,?load@FactionUniqueSquadManager@@QEAAXPEAVGameData@@_N@Z,"FactionUniqueSquadManager::load(class GameData *, bool);",0x2DF080,BINDIFF_EXACT,0x2DF0C0,527,64
