table_idx,class,mangled,demangled,rva_1.0.65,match_status,rva_1.0.68,size_1.0.68,offset_into_fn,cluster_size,cluster_classes,target_size
558,Building_ConstructionState_BuildMaterial,?getNumRemaining@BuildMaterial@ConstructionState@Building@@QEBAMXZ,Building::ConstructionState::BuildMaterial::getNumRemaining();,0x296840,INSIDE,0x296830,38,16,2,Building_ConstructionState_BuildMaterial|GameWorld,38
2652,GameWorld,?AINonRenderThread@GameWorld@@QEAAPEAVThreadWannabe@@XZ,GameWorld::AINonRenderThread();,0x296820,NEAR,0x296830,38,16,2,Building_ConstructionState_BuildMaterial|GameWorld,38
580,BuildModeWindow,?listBuildingGroups@BuildModeWindow@@QEAAXXZ,BuildModeWindow::listBuildingGroups();,0x4D5360,INSIDE,0x4D5130,734,560,2,BuildModeWindow|PreviewBuilding_FootprintNode,734
4499,PreviewBuilding_FootprintNode,?_CONSTRUCTOR@FootprintNode@PreviewBuilding@@QEAAPEAV12@XZ,,0x4D5130,EXACT,0x4D5130,734,0,2,BuildModeWindow|PreviewBuilding_FootprintNode,734
585,BuildModeWindow,?confirm@BuildModeWindow@@QEAAXPEAVWidget@MyGUI@@@Z,BuildModeWindow::confirm(class MyGUI::Widget *);,0x4DAB10,INSIDE,0x4DAA20,1868,240,2,BuildModeWindow|PreviewBuilding,1868
4472,PreviewBuilding,?placementVerification_recurse@PreviewBuilding@@QEAA_NXZ,PreviewBuilding::placementVerification_recurse();,0x4DAFB0,INSIDE,0x4DAA20,1868,1424,2,BuildModeWindow|PreviewBuilding,1868
590,BuildModeWindow,?showBuildingStats@BuildModeWindow@@QEAAXXZ,BuildModeWindow::showBuildingStats();,0x4DE9C0,INSIDE,0x4DDE30,3389,2960,2,BuildModeWindow|PreviewBuilding,3389
4416,PreviewBuilding,?_CONSTRUCTOR@PreviewBuilding@@QEAAPEAV1@PEAVGameData@@PEAVBuilding@@@Z,,0x4DE130,INSIDE,0x4DDE30,3389,768,2,BuildModeWindow|PreviewBuilding,3389
593,BuildModeWindow,?changeFloorButtonUp@BuildModeWindow@@QEAAXPEAVWidget@MyGUI@@@Z,BuildModeWindow::changeFloorButtonUp(class MyGUI::Widget *);,0x4D85E0,INSIDE,0x4D7D90,4821,2128,4,BuildModeWindow|PreviewBuilding_Footprint|PreviewBuilding_FootprintNode,4821
594,BuildModeWindow,?changeFloorButtonDown@BuildModeWindow@@QEAAXPEAVWidget@MyGUI@@@Z,BuildModeWindow::changeFloorButtonDown(class MyGUI::Widget *);,0x4D8840,INSIDE,0x4D7D90,4821,2736,4,BuildModeWindow|PreviewBuilding_Footprint|PreviewBuilding_FootprintNode,4821
4476,PreviewBuilding_Footprint,?_CONSTRUCTOR@Footprint@PreviewBuilding@@QEAAPEAV12@PEAV2@PEAVEntity@Ogre@@PEAVGameData@@@Z,,0x4D8AA0,INSIDE,0x4D7D90,4821,3344,4,BuildModeWindow|PreviewBuilding_Footprint|PreviewBuilding_FootprintNode,4821
4498,PreviewBuilding_FootprintNode,?_CONSTRUCTOR@FootprintNode@PreviewBuilding@@QEAAPEAV12@PEAV2@PEAVEntity@Ogre@@PEAVGameData@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,,0x4D8F20,INSIDE,0x4D7D90,4821,4496,4,BuildModeWindow|PreviewBuilding_Footprint|PreviewBuilding_FootprintNode,4821
596,BuildModeWindow_BuildingCategory,??MBuildingCategory@BuildModeWindow@@QEBA_NAEBV01@@Z,BuildModeWindow::BuildingCategory::operator<(const class BuildModeWindow::BuildingCategory &);,0x4F1980,INSIDE,0x4F17B0,690,464,2,BuildModeWindow_BuildingCategory|BuildModeWindow_BuildingGroup,690
601,BuildModeWindow_BuildingGroup,??MBuildingGroup@BuildModeWindow@@QEBA_NAEBV01@@Z,BuildModeWindow::BuildingGroup::operator<(const class BuildModeWindow::BuildingGroup &);,0x4F1960,INSIDE,0x4F17B0,690,432,2,BuildModeWindow_BuildingCategory|BuildModeWindow_BuildingGroup,690
628,CameraClass,?isFreeCameraMode@CameraClass@@QEBA_NXZ,CameraClass::isFreeCameraMode();,0x6B2040,NEAR,0x6B23C0,46,896,8,CameraClass|FactionRelations,46
2005,FactionRelations,?_isEnemy@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::_isEnemy(class Faction *);,0x6B2280,NEAR,0x6B23C0,46,320,8,CameraClass|FactionRelations,46
2006,FactionRelations,?isEnemy@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::isEnemy(class Faction *);,0x6B2380,NEAR,0x6B23C0,46,64,8,CameraClass|FactionRelations,46
2008,FactionRelations,?isAlly@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::isAlly(class Faction *);,0x6B22E0,NEAR,0x6B23C0,46,224,8,CameraClass|FactionRelations,46
2009,FactionRelations,?isCoexisting@FactionRelations@@QEAA_NPEAVFaction@@@Z,FactionRelations::isCoexisting(class Faction *);,0x6B2070,NEAR,0x6B23C0,46,848,8,CameraClass|FactionRelations,46
2010,FactionRelations,?getFactionRelation@FactionRelations@@QEAAMPEAVFaction@@@Z,FactionRelations::getFactionRelation(class Faction *);,0x6B20B0,NEAR,0x6B23C0,46,784,8,CameraClass|FactionRelations,46
2011,FactionRelations,?getFactionRelationMultiplier@FactionRelations@@QEAAMPEAVFaction@@@Z,FactionRelations::getFactionRelationMultiplier(class Faction *);,0x6B2110,NEAR,0x6B23C0,46,688,8,CameraClass|FactionRelations,46
2012,FactionRelations,?getFactionRelationMultiplierInverse@FactionRelations@@QEAAMPEAVFaction@@@Z,FactionRelations::getFactionRelationMultiplierInverse(class Faction *);,0x6B2170,NEAR,0x6B23C0,46,592,8,CameraClass|FactionRelations,46
645,Character,?_NV_getHPMultiplier@Character@@QEBAMXZ,,0x5E4EB0,INSIDE,0x5E4E80,129,48,7,Character|MedicalSystem,129
787,Character,?_NV_canGoIndoors@Character@@QEBA_NPEAVBuilding@@@Z,,0x5E4ED0,INSIDE,0x5E4E80,129,80,7,Character|MedicalSystem,129
847,Character,?_NV_getAge@Character@@QEBAMXZ,,0x5E4EF0,INSIDE,0x5E4E80,129,112,7,Character|MedicalSystem,129
848,Character,?_NV_getAge0to1@Character@@QEBAMXZ,,0x5E4F00,INSIDE,0x5E4E80,129,128,7,Character|MedicalSystem,129
850,Character,?_NV_getAgeInverse@Character@@QEBAMXZ,,0x5E4F10,REFINED,0x5E4E80,129,-144,7,Character|MedicalSystem,129
929,Character,?_NV_getDefaultTaskRepertoireEnum@Character@@QEBAIXZ,,0x5E4F20,REFINED,0x5E4E80,129,-160,7,Character|MedicalSystem,129
3732,MedicalSystem,?clearWeatherEffects@MedicalSystem@@QEAAXXZ,MedicalSystem::clearWeatherEffects();,0x5E4E10,NEAR,0x5E4E80,129,112,7,Character|MedicalSystem,129
646,Character,?healCompletely@Character@@QEAAXXZ,Character::healCompletely();,0x645A30,INSIDE,0x6457E0,1236,592,2,Character|MedicalSystem,1236
3660,MedicalSystem,?scoreJuryRigNeed@MedicalSystem@@QEBAMM@Z,MedicalSystem::scoreJuryRigNeed(float);,0x645970,INSIDE,0x6457E0,1236,400,2,Character|MedicalSystem,1236
666,Character,?setSquadMemberType@Character@@QEAAXW4SquadMemberType@@@Z,Character::setSquadMemberType(enum SquadMemberType);,0x620B30,INSIDE,0x6209A0,458,400,6,CharBody|Character|Ownerships,458
897,Character,?isInAPersistentPlatoon@Character@@QEBA_NXZ,Character::isInAPersistentPlatoon();,0x6209B0,INSIDE,0x6209A0,458,16,6,CharBody|Character|Ownerships,458
900,Character,?getOrdersReciever@Character@@QEBAPEAVOrdersReceiver@@XZ,Character::getOrdersReciever();,0x620B00,INSIDE,0x6209A0,458,352,6,CharBody|Character|Ownerships,458
920,Character,?isDead@Character@@QEBA_NXZ,Character::isDead();,0x620B20,INSIDE,0x6209A0,458,384,6,CharBody|Character|Ownerships,458
1113,CharBody,?create@CharBody@@QEAAXPEAVCharMovement@@PEAVAI@@PEAVAnimationClass@@PEAVCharacter@@PEAVCharStats@@@Z,"CharBody::create(class CharMovement *, class AI *, class AnimationClass *, class Character *, class CharStats *);",0x6209D0,INSIDE,0x6209A0,458,48,6,CharBody|Character|Ownerships,458
4126,Ownerships,?getBuildingsWithFunction@Ownerships@@QEAAXAEAV?$lektor@PEAVBuilding@@@@W4BuildingFunction@@@Z,"Ownerships::getBuildingsWithFunction(class lektor<Building *> &, enum BuildingFunction);",0x620B50,INSIDE,0x6209A0,458,432,6,CharBody|Character|Ownerships,458
677,Character,?AIDestinationIndoorOutdoorCheck@Character@@QEAA_NPEAVRootObject@@@Z,Character::AIDestinationIndoorOutdoorCheck(class RootObject *);,0x50BF00,INSIDE,0x50BE30,258,208,3,Character|Tasker,258
5105,Tasker,?checkTimeOfDay@Tasker@@QEAA_NXZ,Tasker::checkTimeOfDay();,0x50BEC0,INSIDE,0x50BE30,258,144,3,Character|Tasker,258
5131,Tasker,?isSubTaskerComplete@Tasker@@QEAA_NPEAVAI@@@Z,Tasker::isSubTaskerComplete(class AI *);,0x50BE50,INSIDE,0x50BE30,258,32,3,Character|Tasker,258
689,Character,?pathExists@Character@@QEAA_NAEBVVector3@Ogre@@@Z,Character::pathExists(const class Ogre::Vector3 &);,0x65D0D0,REFINED,0x65D080,64,-80,2,CharMovement|Character,64
1201,CharMovement,?getCombatMoveSpeedMult@CharMovement@@QEAAMXZ,CharMovement::getCombatMoveSpeedMult();,0x65D110,REFINED,0x65D080,64,-144,2,CharMovement|Character,64
694,Character,?isWithThePlayer@Character@@QEAA_NXZ,Character::isWithThePlayer();,0x855CF0,INSIDE,0x855A80,1007,624,4,Character|SensoryData,1007
834,Character,?iShouldntAggravateThisTarget@Character@@QEAA_NPEAV1@@Z,Character::iShouldntAggravateThisTarget(class Character *);,0x855AD0,INSIDE,0x855A80,1007,80,4,Character|SensoryData,1007
4919,SensoryData,?canISeeThisGuyDoinSneakingOrSomething@SensoryData@@QEAA?AVYesNoMaybe@@PEAVCharacter@@MPEAVSpottingPeopleMgr@1@MM@Z,"SensoryData::canISeeThisGuyDoinSneakingOrSomething(class Character *, float, class SensoryData::SpottingPeopleMgr *, float, float);",0x855DE0,INSIDE,0x855A80,1007,864,4,Character|SensoryData,1007
4923,SensoryData,?isEscapee@SensoryData@@QEAA_NPEAVCharacter@@@Z,SensoryData::isEscapee(class Character *);,0x855C80,INSIDE,0x855A80,1007,512,4,Character|SensoryData,1007
711,Character,?setDisguiseMessage@Character@@QEAAXW4DisguiseGUIFeedback@1@@Z,Character::setDisguiseMessage(enum Character::DisguiseGUIFeedback);,0x8626A0,INSIDE,0x8625A0,508,256,2,Character|SensoryData_SpottingPeopleMgr,508
4931,SensoryData_SpottingPeopleMgr,?cantSeeAnymore@SpottingPeopleMgr@SensoryData@@QEAAXAEBVhand@@@Z,SensoryData::SpottingPeopleMgr::cantSeeAnymore(const class hand &);,0x862650,INSIDE,0x8625A0,508,176,2,Character|SensoryData_SpottingPeopleMgr,508
753,Character,?getStealthKOChance@Character@@QEAAMPEAV1@_N@Z,"Character::getStealthKOChance(class Character *, bool);",0x884420,INSIDE,0x884370,319,176,2,CharStats|Character,319
1229,CharStats,?getStatMultiplier@CharStats@@QEBAMW4StatsEnumerated@@@Z,CharStats::getStatMultiplier(enum StatsEnumerated);,0x8843D0,INSIDE,0x884370,319,96,2,CharStats|Character,319
757,Character,?getLockpickChance@Character@@QEAAMPEAVDoorLock@@@Z,Character::getLockpickChance(class DoorLock *);,0x884DC0,NEAR,0x884E00,120,64,2,CharStats|Character,120
1244,CharStats,?getReloadSkill@CharStats@@QEAAMW4StatsEnumerated@@@Z,CharStats::getReloadSkill(enum StatsEnumerated);,0x884E10,INSIDE,0x884E00,120,16,2,CharStats|Character,120
802,Character,?isDown@Character@@QEAA_NXZ,Character::isDown();,0x28DD80,INSIDE,0x28DD60,42,32,3,Character|MedicalSystem|SenseItr,42
3715,MedicalSystem,?isUnconcious@MedicalSystem@@QEBA_NXZ,MedicalSystem::isUnconcious();,0x28DD60,EXACT,0x28DD60,42,0,3,Character|MedicalSystem|SenseItr,42
4879,SenseItr,??ESenseItr@@QEAAXXZ,SenseItr::operator++();,0x28DD10,NEAR,0x28DD60,42,80,3,Character|MedicalSystem|SenseItr,42
817,Character,?setupPlatoonAI@Character@@QEAAXXZ,Character::setupPlatoonAI();,0x620950,INSIDE,0x6208F0,140,96,3,Character|Ownerships,140
894,Character,?_setPlatoon@Character@@QEAAXPEAVActivePlatoon@@H@Z,"Character::_setPlatoon(class ActivePlatoon *, int);",0x620960,INSIDE,0x6208F0,140,112,3,Character|Ownerships,140
4130,Ownerships,?getOccupiedTownFaction@Ownerships@@QEAAPEAVFaction@@XZ,Ownerships::getOccupiedTownFaction();,0x620900,INSIDE,0x6208F0,140,16,3,Character|Ownerships,140
821,Character,?sendDialogEventOverride@Character@@QEAA_NPEAV1@W4EventTriggerEnum@@_N@Z,"Character::sendDialogEventOverride(class Character *, enum EventTriggerEnum, bool);",0x684CA0,INSIDE,0x684990,974,784,4,Character|Dialogue,974
1762,Dialogue,?sendEventOverride@Dialogue@@QEAA_NPEAVCharacter@@W4EventTriggerEnum@@_N@Z,"Dialogue::sendEventOverride(class Character *, enum EventTriggerEnum, bool);",0x684BD0,INSIDE,0x684990,974,576,4,Character|Dialogue,974
1771,Dialogue,?makeAnnouncement@Dialogue@@QEAA_NPEAVGameData@@@Z,Dialogue::makeAnnouncement(class GameData *);,0x684CC0,INSIDE,0x684990,974,816,4,Character|Dialogue,974
1774,Dialogue,?notifyUnderAttack@Dialogue@@QEAAXPEAVCharacter@@@Z,Dialogue::notifyUnderAttack(class Character *);,0x684B30,INSIDE,0x684990,974,416,4,Character|Dialogue,974
822,Character,?sendDialogEvent@Character@@QEAA_NPEAV1@W4EventTriggerEnum@@@Z,"Character::sendDialogEvent(class Character *, enum EventTriggerEnum);",0x6845E0,INSIDE,0x684320,1004,704,2,Character|Dialogue,1004
1772,Dialogue,?update@Dialogue@@QEAAXM@Z,Dialogue::update(float);,0x684600,INSIDE,0x684320,1004,736,2,Character|Dialogue,1004
823,Character,?sayALine@Character@@QEAAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@_N@Z,"Character::sayALine(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, bool);",0x67FAB0,EXACT,0x67FAB0,705,0,2,Character|Dialogue,705
1802,Dialogue,?_doActions@Dialogue@@QEAAXPEAVDialogLineData@@@Z,Dialogue::_doActions(class DialogLineData *);,0x67FAD0,INSIDE,0x67FAB0,705,32,2,Character|Dialogue,705
824,Character,?hasDialogue@Character@@QEBA_NXZ,Character::hasDialogue();,0x67A170,INSIDE,0x67A0C0,1116,176,5,Character|DialogLineData,1116
825,Character,?willTalkToEnemies@Character@@QEAA_NXZ,Character::willTalkToEnemies();,0x67A190,INSIDE,0x67A0C0,1116,208,5,Character|DialogLineData,1116
866,Character,?clearTempEnemyStatus@Character@@QEAAXPEAV1@@Z,Character::clearTempEnemyStatus(class Character *);,0x67A210,INSIDE,0x67A0C0,1116,336,5,Character|DialogLineData,1116
1715,DialogLineData,?_initialiseAList@DialogLineData@@QEAAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAV?$lektor@VGameDataValuePair@@@@@Z,"DialogLineData::_initialiseAList(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, class lektor<GameDataValuePair> *);",0x67A4A0,INSIDE,0x67A0C0,1116,992,5,Character|DialogLineData,1116
1716,DialogLineData,?_initialiseAList@DialogLineData@@QEAAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAV?$lektor@PEAVGameData@@@@@Z,"DialogLineData::_initialiseAList(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, class lektor<GameData *> *);",0x67A3B0,INSIDE,0x67A0C0,1116,752,5,Character|DialogLineData,1116
828,Character,?teleport@Character@@QEAAXAEBVVector3@Ogre@@@Z,Character::teleport(const class Ogre::Vector3 &);,0x5C9BF0,INSIDE,0x5C9B90,251,96,4,Character|Character_AttachedArrowManager,251
877,Character,?areYouGonnaGetMe@Character@@QEAA_NPEAV1@@Z,Character::areYouGonnaGetMe(class Character *);,0x5C9C60,INSIDE,0x5C9B90,251,208,4,Character|Character_AttachedArrowManager,251
879,Character,?getAllAttackersCount@Character@@QEAAHXZ,Character::getAllAttackersCount();,0x5C9C80,INSIDE,0x5C9B90,251,240,4,Character|Character_AttachedArrowManager,251
971,Character_AttachedArrowManager,?updateEnd@AttachedArrowManager@Character@@QEAAXXZ,Character::AttachedArrowManager::updateEnd();,0x5C9B90,EXACT,0x5C9B90,251,0,4,Character|Character_AttachedArrowManager,251
832,Character,?attackTarget@Character@@QEAAXPEAV1@@Z,Character::attackTarget(class Character *);,0x5CA610,INSIDE,0x5CA5B0,100,96,2,Character|Character_AttachedArrowManager,100
967,Character_AttachedArrowManager,?_DESTRUCTOR@AttachedArrowManager@Character@@QEAAXXZ,,0x5CA5C0,INSIDE,0x5CA5B0,100,16,2,Character|Character_AttachedArrowManager,100
864,Character,?conglomerateTagsFor@Character@@QEAAIPEAV1@@Z,Character::conglomerateTagsFor(class Character *);,0x670DA0,NEAR,0x670EA0,38,256,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1712,DialogLineData,?getParent@DialogLineData@@QEBAPEAV1@XZ,DialogLineData::getParent();,0x670750,PRED,0x670EA0,38,1872,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1720,DialogLineData,?checkRepeatLimits@DialogLineData@@QEAA_NXZ,DialogLineData::checkRepeatLimits();,0x670BD0,NEAR,0x670EA0,38,720,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1723,DialogLineData,?saidItBefore@DialogLineData@@QEAA_NXZ,DialogLineData::saidItBefore();,0x670760,PRED,0x670EA0,38,1856,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1724,DialogLineData,?willTalkToEnemies@DialogLineData@@QEAA_NXZ,DialogLineData::willTalkToEnemies();,0x670780,NEAR,0x670EA0,38,1824,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1726,DialogLineData,?isAnnouncement@DialogLineData@@QEAA_NXZ,DialogLineData::isAnnouncement();,0x670790,NEAR,0x670EA0,38,1808,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1727,DialogLineData,?stampLastTimeSaid@DialogLineData@@QEAAXXZ,DialogLineData::stampLastTimeSaid();,0x670CE0,NEAR,0x670EA0,38,448,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1730,DialogLineData,?hasChildren@DialogLineData@@QEBA_NXZ,DialogLineData::hasChildren();,0x6707A0,NEAR,0x670EA0,38,1792,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1732,DialogLineData,?chooseAChild@DialogLineData@@QEAAPEAV1@PEAVDialogue@@PEAVCharacter@@_N@Z,"DialogLineData::chooseAChild(class Dialogue *, class Character *, bool);",0x670C40,NEAR,0x670EA0,38,608,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1736,DialogLineData,?getGameData@DialogLineData@@QEAAPEAVGameData@@XZ,DialogLineData::getGameData();,0x6707B0,NEAR,0x670EA0,38,1776,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1739,DialogLineData,?setParent@DialogLineData@@QEAAXPEAV1@@Z,DialogLineData::setParent(class DialogLineData *);,0x6707C0,NEAR,0x670EA0,38,1760,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1741,DialogLineData,?getActions@DialogLineData@@QEBAPEBV?$lektor@PEAVDialogAction@DialogLineData@@@@XZ,DialogLineData::getActions();,0x6707D0,NEAR,0x670EA0,38,1744,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1749,Dialogue,?create@Dialogue@@QEAAXPEAVCharacter@@PEAVCharStats@@PEAVCharMovement@@@Z,"Dialogue::create(class Character *, class CharStats *, class CharMovement *);",0x6708F0,NEAR,0x670EA0,38,1456,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1751,Dialogue,?getCharacter@Dialogue@@QEAAPEAVCharacter@@XZ,Dialogue::getCharacter();,0x670800,NEAR,0x670EA0,38,1696,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1757,Dialogue,?needsDialogAssessmentUpdate@Dialogue@@QEBA_NXZ,Dialogue::needsDialogAssessmentUpdate();,0x670E90,NEAR,0x670EA0,38,16,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1769,Dialogue,?changeConversationTarget@Dialogue@@QEAAXPEAVCharacter@@@Z,Dialogue::changeConversationTarget(class Character *);,0x670EA0,EXACT,0x670EA0,38,0,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1782,Dialogue,?dontLetTargetBeMe@Dialogue@@QEAAXPEAPEAVCharacter@@PEAV2@@Z,"Dialogue::dontLetTargetBeMe(class Character * *, class Character *);",0x670D30,NEAR,0x670EA0,38,368,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1787,Dialogue,?targetInTalkingRange@Dialogue@@QEAA_NPEAVCharacter@@M@Z,"Dialogue::targetInTalkingRange(class Character *, float);",0x670C60,NEAR,0x670EA0,38,576,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1797,Dialogue,?isKOExempt@Dialogue@@QEAA_NW4EventTriggerEnum@@@Z,Dialogue::isKOExempt(enum EventTriggerEnum);,0x670810,NEAR,0x670EA0,38,1680,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1805,Dialogue,?isLastLine@Dialogue@@QEAA_NPEAVDialogLineData@@@Z,Dialogue::isLastLine(class DialogLineData *);,0x670A30,NEAR,0x670EA0,38,1136,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1806,Dialogue,?setSpeaker@Dialogue@@QEAAXW4TalkerEnum@@PEAVCharacter@@@Z,"Dialogue::setSpeaker(enum TalkerEnum, class Character *);",0x6709A0,NEAR,0x670EA0,38,1280,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1819,Dialogue_RepetitionCounter_DialogState,?_CONSTRUCTOR@DialogState@RepetitionCounter@Dialogue@@QEAAPEAV123@XZ,,0x6707E0,NEAR,0x670EA0,38,1728,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
1947,Faction,?getAllActiveSquads@Faction@@QEAAPEBV?$lektor@PEAVPlatoon@@@@XZ,Faction::getAllActiveSquads();,0x670830,NEAR,0x670EA0,38,1648,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
2023,FactionRelations,?checkStateCondition@FactionRelations@@QEAA_NW4DialogConditionEnum@@W4ComparisonEnum@@HPEAVFaction@@@Z,"FactionRelations::checkStateCondition(enum DialogConditionEnum, enum ComparisonEnum, int, class Faction *);",0x670AA0,NEAR,0x670EA0,38,1024,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
5455,TradeCulture,?getAllIllegalItems@TradeCulture@@QEBAPEBV?$set@PEAVGameData@@U?$less@PEAVGameData@@@std@@V?$STLAllocator@PEAVGameData@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@@std@@XZ,TradeCulture::getAllIllegalItems();,0x670820,NEAR,0x670EA0,38,1664,25,Character|DialogLineData|Dialogue|Dialogue_RepetitionCounter_DialogState|Faction|FactionRelations|TradeCulture,38
869,Character,?rememberCharacter@Character@@QEAAXPEAV1@W4CharacterPerceptionTags_LongTerm@@@Z,"Character::rememberCharacter(class Character *, enum CharacterPerceptionTags_LongTerm);",0x672F90,INSIDE,0x672BF0,1642,928,4,Character|Dialogue,1642
872,Character,?lastSeenInHoursAgo@Character@@QEAAMPEAV1@@Z,Character::lastSeenInHoursAgo(class Character *);,0x672FD0,INSIDE,0x672BF0,1642,992,4,Character|Dialogue,1642
1755,Dialogue,?clearDialogues@Dialogue@@QEAAXXZ,Dialogue::clearDialogues();,0x673130,INSIDE,0x672BF0,1642,1344,4,Character|Dialogue,1642
1780,Dialogue,?dialogDelivered@Dialogue@@QEAA_NW4EventTriggerEnum@@@Z,Dialogue::dialogDelivered(enum EventTriggerEnum);,0x672DA0,INSIDE,0x672BF0,1642,432,4,Character|Dialogue,1642
870,Character,?getCharacterMemoryTag@Character@@QEAA_NPEAV1@W4CharacterPerceptionTags_LongTerm@@@Z,"Character::getCharacterMemoryTag(class Character *, enum CharacterPerceptionTags_LongTerm);",0x6742E0,INSIDE,0x674170,384,368,3,Character|DialogLineData|Dialogue,384
1721,DialogLineData,?checkTags@DialogLineData@@QEAA_NPEAVCharacter@@0@Z,"DialogLineData::checkTags(class Character *, class Character *);",0x6741C0,INSIDE,0x674170,384,80,3,Character|DialogLineData|Dialogue,384
1809,Dialogue,?clearRespones@Dialogue@@QEAAXXZ,Dialogue::clearRespones();,0x674190,INSIDE,0x674170,384,32,3,Character|DialogLineData|Dialogue,384
871,Character,?getCharacterMemoryTag@Character@@QEAA_NPEAV1@W4CharacterPerceptionTags_ShortTerm@@@Z,"Character::getCharacterMemoryTag(class Character *, enum CharacterPerceptionTags_ShortTerm);",0x677ED0,INSIDE,0x676950,7366,5504,2,Character|DialogLineData,7366
1731,DialogLineData,?checkConditions@DialogLineData@@QEAA_NPEAVDialogue@@PEAVCharacter@@_N@Z,"DialogLineData::checkConditions(class Dialogue *, class Character *, bool);",0x6784A0,INSIDE,0x676950,7366,6992,2,Character|DialogLineData,7366
873,Character,?haveMetBefore@Character@@QEAA_NPEAV1@@Z,Character::haveMetBefore(class Character *);,0x674330,INSIDE,0x674300,410,48,4,Character|Dialogue,410
1746,Dialogue,?_DESTRUCTOR@Dialogue@@QEAAXXZ,,0x674450,INSIDE,0x674300,410,336,4,Character|Dialogue,410
1764,Dialogue,?stopEvent@Dialogue@@QEAAXW4EventTriggerEnum@@@Z,Dialogue::stopEvent(enum EventTriggerEnum);,0x6743D0,INSIDE,0x674300,410,208,4,Character|Dialogue,410
1798,Dialogue,?_endPlayerConversation@Dialogue@@QEAAX_N@Z,Dialogue::_endPlayerConversation(bool);,0x674440,INSIDE,0x674300,410,320,4,Character|Dialogue,410
874,Character,?getIDForMemoryTagging@Character@@QEAA?AVhand@@XZ,Character::getIDForMemoryTagging();,0x670FF0,INSIDE,0x670ED0,496,288,7,Character|DialogLineData|Dialogue|GameDataValuePair,496
